Total_Duration_Minute,Total_Distance,Number_Of_Stops
45.0,14,3
45.0,14,2
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
45.0,14,3
80.0,47,16
85.0,47,15
105.0,47,16
90.0,47,16
90.0,47,16
100.0,47,16
80.0,47,12
90.0,47,16
80.0,47,16
90.0,47,16
90.0,47,16
100.0,47,15
100.0,47,16
100.0,47,16
85.0,47,16
95.0,47,16
95.0,47,16
90.0,47,16
90.0,47,16
90.0,47,16
85.0,47,16
90.0,47,16
90.0,47,16
90.0,47,12
95.0,47,16
90.0,47,12
85.0,47,16
95.0,47,16
85.0,47,16
90.0,47,12
100.0,47,16
90.0,47,16
85.0,47,16
85.0,47,16
85.0,47,16
85.0,47,16
85.0,47,16
85.0,47,16
85.0,47,16
85.0,47,16
90.0,47,16
90.0,47,16
85.0,47,16
85.0,47,16
95.0,47,16
95.0,47,16
75.0,34,14
75.0,34,14
125.0,82,21
135.0,82,21
130.0,82,21
130.0,82,16
130.0,82,21
140.0,82,21
125.0,82,21
140.0,82,21
135.0,82,21
135.0,82,21
135.0,82,21
150.0,82,21
135.0,82,21
135.0,82,21
135.0,82,21
125.0,82,21
135.0,82,20
135.0,82,21
130.0,82,21
50.0,35,2
45.0,35,6
95.0,47,17
85.0,47,17
95.0,47,17
90.0,47,17
95.0,47,17
85.0,47,17
90.0,47,17
95.0,47,17
145.0,62,15
145.0,62,15
145.0,62,15
135.0,62,15
140.0,62,15
145.0,62,15
140.0,62,15
70.0,35,11
65.0,34,15
115.0,50,13
115.0,49,13
140.0,82,22
140.0,82,22
130.0,82,22
190.0,97,19
190.0,97,19
190.0,97,19
45.0,16,8
50.0,20,11
50.0,21,11
45.0,20,11
45.0,20,11
45.0,21,11
45.0,20,11
50.0,21,11
45.0,20,11
50.0,20,11
50.0,20,11
60.0,21,11
50.0,20,11
45.0,21,11
45.0,20,11
45.0,21,11
40.0,20,11
50.0,21,11
50.0,20,7
50.0,21,11
50.0,20,11
50.0,20,7
50.0,20,7
65.0,30,14
75.0,31,14
80.0,30,14
75.0,31,14
70.0,30,14
70.0,31,14
70.0,30,14
75.0,31,14
70.0,30,14
65.0,31,14
70.0,30,14
70.0,31,14
70.0,30,14
75.0,31,14
70.0,30,14
70.0,31,14
70.0,30,14
70.0,31,14
70.0,30,14
70.0,31,14
70.0,30,14
65.0,31,14
70.0,25,9
70.0,31,14
70.0,25,8
70.0,31,14
70.0,25,8
59.0,31,14
70.0,31,14
65.0,31,14
80.0,46,18
75.0,46,19
80.0,46,19
80.0,46,19
75.0,46,19
80.0,46,19
75.0,46,19
80.0,46,19
75.0,46,19
75.0,46,19
75.0,46,19
80.0,46,19
75.0,46,19
80.0,46,19
80.0,46,19
65.0,41,6
80.0,46,19
80.0,46,19
80.0,46,19
80.0,46,19
80.0,46,19
55.0,41,6
80.0,46,19
80.0,46,19
80.0,46,19
80.0,46,19
80.0,41,18
80.0,46,19
80.0,46,19
85.0,46,19
80.0,46,19
80.0,46,19
80.0,46,19
80.0,46,19
80.0,46,19
80.0,46,19
75.0,46,19
80.0,46,19
80.0,46,19
75.0,46,18
80.0,46,19
80.0,46,19
80.0,46,19
80.0,46,19
80.0,46,19
80.0,46,19
80.0,41,10
80.0,46,19
80.0,46,19
80.0,41,9
85.0,46,19
80.0,41,9
80.0,46,19
80.0,41,9
80.0,46,19
80.0,41,11
80.0,46,19
80.0,46,19
85.0,68,11
120.0,73,27
120.0,73,27
120.0,73,27
120.0,73,27
110.0,73,27
115.0,73,27
105.0,68,7
120.0,73,27
110.0,68,10
120.0,73,27
120.0,73,27
125.0,73,27
120.0,73,27
125.0,73,27
110.0,73,27
120.0,73,27
120.0,73,27
120.0,73,27
120.0,73,27
115.0,68,14
120.0,68,14
120.0,73,27
120.0,68,12
120.0,73,27
120.0,73,27
125.0,68,12
120.0,73,27
90.0,68,10
125.0,68,12
120.0,73,24
75.0,68,10
120.0,73,27
120.0,68,12
120.0,73,27
125.0,68,14
135.0,86,28
140.0,86,29
135.0,86,29
140.0,86,29
140.0,86,28
140.0,86,28
140.0,86,28
130.0,86,28
140.0,86,29
135.0,86,28
145.0,86,29
135.0,86,28
150.0,86,28
140.0,86,28
150.0,86,29
140.0,86,28
140.0,80,13
140.0,81,14
134.0,81,15
20.0,12,2
20.0,12,2
20.0,12,3
25.0,12,2
20.0,12,2
60.0,22,12
55.0,22,12
50.0,22,12
50.0,22,12
50.0,22,12
50.0,22,12
55.0,22,12
50.0,22,12
50.0,22,12
50.0,22,2
55.0,22,12
55.0,22,8
50.0,22,12
50.0,22,8
55.0,22,12
50.0,22,12
50.0,22,12
50.0,22,12
50.0,22,8
105.0,36,10
105.0,37,10
100.0,36,10
110.0,37,10
105.0,36,10
100.0,37,10
110.0,36,10
95.0,37,10
105.0,36,10
100.0,37,10
110.0,36,10
105.0,37,10
100.0,36,10
105.0,37,10
100.0,37,10
110.0,37,10
100.0,37,10
95.0,37,10
100.0,37,10
85.0,48,20
85.0,48,20
85.0,48,20
85.0,48,20
85.0,48,20
85.0,48,20
85.0,48,20
80.0,48,20
80.0,48,20
85.0,48,20
85.0,48,20
85.0,42,10
80.0,48,20
70.0,32,15
72.0,32,15
70.0,32,15
80.0,32,15
70.0,32,15
65.0,32,15
135.0,57,14
125.0,57,14
130.0,57,14
130.0,57,14
135.0,57,14
135.0,57,14
135.0,57,14
145.0,57,14
135.0,57,14
140.0,57,14
135.0,57,14
135.0,57,14
120.0,46,13
125.0,47,17
120.0,46,13
150.0,42,12
125.0,46,13
120.0,46,13
130.0,74,28
125.0,75,28
130.0,74,28
95.0,70,9
130.0,74,28
125.0,70,15
140.0,82,14
150.0,82,16
120.0,82,13
35.0,20,5
30.0,20,8
80.0,52,17
65.0,47,16
75.0,47,2
115.0,65,18
125.0,70,17
150.0,75,29
100.0,51,13
53.0,29,13
55.0,34,13
20.0,4,3
20.0,10,4
85.0,52,21
85.0,52,21
85.0,52,21
85.0,52,21
90.0,53,22
10.0,5,2
170.0,84,17
170.0,84,16
140.0,84,11
160.0,84,17
205.0,97,17
195.0,97,18
175.0,97,15
145.0,63,15
45.0,25,13
45.0,25,13
45.0,25,13
50.0,25,13
45.0,25,13
50.0,25,13
45.0,25,13
45.0,25,13
45.0,25,13
45.0,25,13
45.0,25,13
55.0,25,13
45.0,25,13
45.0,25,13
45.0,25,13
45.0,25,13
55.0,25,13
45.0,25,13
45.0,25,13
45.0,25,13
48.0,25,13
45.0,25,13
50.0,25,13
45.0,25,13
45.0,25,13
45.0,25,13
45.0,23,13
50.0,23,13
52.0,23,13
45.0,23,13
50.0,23,13
45.0,23,13
45.0,23,13
50.0,23,13
45.0,23,13
47.0,23,13
45.0,23,13
45.0,23,13
50.0,23,13
45.0,23,13
47.0,23,13
45.0,23,13
50.0,23,13
45.0,23,13
45.0,23,13
50.0,23,13
45.0,23,13
45.0,23,13
45.0,23,13
82.0,37,22
77.0,37,22
82.0,37,22
75.0,37,22
90.0,37,22
77.0,37,22
83.0,37,22
77.0,37,22
85.0,37,22
80.0,37,22
90.0,37,22
77.0,37,22
80.0,37,22
81.0,37,22
80.0,37,22
85.0,37,22
87.0,37,22
82.0,37,22
80.0,37,22
45.0,14,11
83.0,37,22
85.0,37,22
77.0,37,22
30.0,14,11
77.0,37,22
85.0,37,22
77.0,37,22
84.0,37,22
87.0,37,22
77.0,37,22
77.0,37,22
77.0,37,22
80.0,37,22
80.0,37,22
82.0,37,22
76.0,37,22
77.0,37,22
85.0,37,22
85.0,37,22
87.0,37,22
83.0,37,22
85.0,37,22
82.0,37,22
77.0,37,22
82.0,37,22
90.0,37,22
55.0,22,12
30.0,9,7
70.0,24,17
90.0,37,22
67.0,24,17
80.0,24,17
65.0,24,17
65.0,24,17
80.0,37,22
45.0,14,11
30.0,14,11
67.0,25,17
80.0,37,22
67.0,25,17
67.0,25,17
77.0,37,22
80.0,37,22
80.0,37,22
80.0,37,22
85.0,37,22
80.0,37,22
80.0,37,22
80.0,37,22
85.0,37,22
77.0,37,22
105.0,37,22
395.0,251,22
305.0,244,22
525.0,347,38
530.0,349,38
685.0,486,49
700.0,476,49
155.0,78,9
130.0,83,9
50.0,27,6
45.0,27,7
695.0,430,26
645.0,430,29
805.0,565,31
800.0,566,34
275.0,187,8
280.0,187,7
75.0,56,9
75.0,56,9
75.0,56,9
75.0,56,9
75.0,56,9
75.0,56,9
15.0,9,2
15.0,9,2
15.0,9,2
15.0,9,2
15.0,9,2
15.0,9,2
15.0,9,2
15.0,9,2
15.0,9,2
15.0,9,2
15.0,9,2
15.0,9,2
15.0,9,2
15.0,9,2
200.0,108,8
180.0,109,11
750.0,444,48
720.0,444,47
575.0,306,37
795.0,306,37
315.0,262,30
345.0,262,30
570.0,361,36
580.0,339,37
1075.0,642,71
1120.0,642,71
1330.0,610,64
1210.0,609,64
225.0,132,15
220.0,132,16
430.0,318,35
540.0,318,36
35.0,22,4
40.0,22,4
240.0,115,16
190.0,115,12
130.0,88,12
130.0,88,12
120.0,78,12
105.0,78,11
175.0,104,11
255.0,104,12
795.0,397,46
605.0,397,47
265.0,167,20
285.0,167,18
185.0,91,19
180.0,91,20
190.0,120,16
75.0,43,6
105.0,77,11
560.0,314,34
615.0,311,34
345.0,212,24
320.0,212,24
75.0,47,8
80.0,47,6
615.0,325,42
700.0,326,41
390.0,229,29
370.0,208,24
450.0,278,35
445.0,279,33
1210.0,769,83
1275.0,769,76
170.0,123,15
205.0,123,15
655.0,427,36
585.0,437,35
85.0,47,7
75.0,47,7
100.0,54,8
95.0,54,9
315.0,188,22
280.0,188,21
935.0,523,52
1025.0,511,52
275.0,145,19
260.0,145,19
275.0,189,17
260.0,189,17
275.0,180,24
300.0,180,24
190.0,120,16
195.0,121,16
45.0,20,2
205.0,137,17
190.0,137,16
205.0,137,16
210.0,137,16
435.0,261,31
490.0,264,31
390.0,263,32
460.0,266,32
480.0,256,28
495.0,253,28
175.0,118,17
175.0,118,17
175.0,118,17
180.0,118,17
530.0,303,38
530.0,303,38
585.0,434,44
610.0,434,44
520.0,434,40
650.0,434,40
545.0,316,34
620.0,316,34
170.0,81,11
595.0,316,36
580.0,316,36
50.0,32,5
55.0,33,5
55.0,32,5
55.0,33,5
380.0,238,26
370.0,238,26
240.0,124,18
215.0,121,17
235.0,121,17
225.0,121,17
250.0,124,18
690.0,401,30
820.0,403,30
175.0,86,11
195.0,86,11
125.0,77,10
165.0,77,10
185.0,77,10
120.0,77,10
375.0,221,26
380.0,221,26
425.0,291,31
465.0,291,31
260.0,191,20
235.0,151,20
250.0,151,20
515.0,295,38
470.0,295,39
310.0,204,25
330.0,204,25
500.0,254,26
435.0,254,27
75.0,63,6
75.0,63,6
940.0,381,44
1030.0,381,44
585.0,297,35
515.0,297,30
460.0,204,25
305.0,204,25
35.0,13,2
35.0,13,2
35.0,13,2
35.0,13,2
35.0,13,2
35.0,13,2
35.0,13,2
35.0,13,2
35.0,13,2
35.0,13,2
200.0,107,14
160.0,107,14
630.0,345,31
555.0,345,31
230.0,152,18
215.0,154,18
420.0,190,31
385.0,194,32
200.0,93,24
150.0,90,16
125.0,70,13
115.0,70,13
340.0,163,36
320.0,163,36
305.0,163,36
335.0,163,36
330.0,163,32
295.0,160,28
105.0,52,12
125.0,51,12
185.0,122,13
165.0,123,13
430.0,273,34
470.0,273,34
370.0,202,15
365.0,202,15
360.0,202,16
355.0,202,16
655.0,186,28
660.0,186,28
310.0,92,15
300.0,92,15
280.0,92,8
280.0,92,7
340.0,103,14
330.0,103,14
180.0,70,9
175.0,70,9
145.0,58,9
70.0,27,5
100.0,39,5
175.0,70,9
135.0,67,13
130.0,67,8
135.0,67,13
150.0,67,13
145.0,67,13
145.0,67,13
140.0,67,13
135.0,67,13
120.0,67,8
135.0,67,13
170.0,84,15
195.0,84,16
160.0,84,15
170.0,84,15
170.0,83,15
195.0,84,16
185.0,83,14
165.0,84,13
190.0,78,6
150.0,78,6
450.0,205,18
420.0,205,18
435.0,205,18
435.0,205,19
480.0,205,18
410.0,205,18
435.0,205,19
390.0,205,18
390.0,205,16
380.0,205,16
435.0,205,16
410.0,205,16
120.0,54,6
120.0,54,6
120.0,54,6
120.0,54,6
135.0,54,6
120.0,54,6
135.0,84,6
165.0,84,6
280.0,95,3
285.0,95,3
305.0,95,12
300.0,95,14
320.0,95,11
345.0,95,10
325.0,95,18
345.0,95,18
235.0,93,17
225.0,104,17
405.0,156,28
410.0,176,27
435.0,162,30
420.0,185,30
455.0,162,30
375.0,185,30
400.0,164,25
380.0,169,23
550.0,192,30
610.0,215,34
585.0,191,34
615.0,213,33
430.0,87,12
425.0,87,12
195.0,30,5
225.0,30,5
155.0,30,5
150.0,30,5
105.0,12,3
125.0,12,3
120.0,12,3
120.0,12,3
120.0,12,3
120.0,12,3
105.0,12,3
120.0,12,3
120.0,12,3
265.0,134,14
235.0,134,14
290.0,134,14
255.0,134,14
420.0,189,17
355.0,189,17
155.0,104,11
145.0,104,11
380.0,189,17
285.0,154,21
265.0,154,20
300.0,175,14
310.0,175,14
285.0,154,20
265.0,154,20
220.0,154,12
195.0,154,12
235.0,154,17
225.0,154,17
345.0,189,17
140.0,104,11
135.0,104,11
215.0,95,12
195.0,95,12
370.0,159,19
365.0,159,19
225.0,70,7
155.0,70,7
250.0,133,12
230.0,133,12
140.0,63,8
150.0,63,8
150.0,63,8
150.0,63,8
150.0,63,8
150.0,63,8
150.0,63,8
150.0,63,8
360.0,209,42
405.0,216,36
135.0,65,17
110.0,72,16
270.0,131,28
330.0,131,29
125.0,65,18
130.0,72,19
120.0,65,15
135.0,72,20
120.0,72,17
120.0,72,17
120.0,65,16
140.0,72,16
135.0,72,17
133.0,72,20
110.0,65,13
122.0,65,15
310.0,142,25
315.0,142,25
115.0,59,11
100.0,59,10
110.0,59,11
130.0,59,11
220.0,112,22
230.0,112,22
535.0,217,42
490.0,217,41
120.0,59,11
105.0,59,11
255.0,87,18
165.0,87,20
140.0,74,14
145.0,74,14
1425.0,653,83
1420.0,653,73
350.0,286,21
365.0,287,20
285.0,218,23
300.0,218,23
720.0,453,53
890.0,454,50
715.0,348,50
775.0,346,50
300.0,194,31
355.0,194,31
155.0,111,19
160.0,111,19
215.0,137,22
215.0,137,22
115.0,82,13
130.0,82,13
100.0,64,8
1105.0,571,70
1185.0,572,70
115.0,82,13
130.0,82,13
445.0,324,18
395.0,325,18
350.0,231,40
390.0,229,38
350.0,231,35
347.0,229,36
320.0,230,29
370.0,229,36
335.0,223,35
365.0,222,39
340.0,230,34
325.0,229,33
140.0,42,5
95.0,42,5
210.0,71,8
230.0,71,8
270.0,146,13
350.0,146,13
185.0,94,26
190.0,88,25
150.0,53,8
150.0,53,8
180.0,53,8
180.0,53,7
330.0,140,13
353.0,140,13
300.0,108,19
295.0,108,18
515.0,154,20
385.0,154,20
80.0,27,7
85.0,27,7
125.0,56,12
135.0,56,12
90.0,27,6
70.0,27,6
800.0,460,59
790.0,460,58
515.0,223,23
475.0,223,23
420.0,258,36
485.0,258,35
255.0,159,24
275.0,159,24
535.0,304,31
560.0,304,31
490.0,316,43
495.0,316,42
125.0,85,14
130.0,85,14
150.0,87,9
150.0,87,9
150.0,87,9
150.0,87,9
270.0,139,16
260.0,139,16
250.0,139,16
260.0,139,16
195.0,103,19
185.0,103,19
1102.0,433,66
390.0,174,21
206.0,137,22
245.0,137,22
525.0,259,46
90.0,54,10
90.0,54,10
270.0,127,31
245.0,127,31
360.0,233,39
400.0,233,39
75.0,45,13
85.0,44,13
290.0,127,31
235.0,127,31
195.0,87,19
165.0,87,19
140.0,65,19
145.0,65,18
175.0,71,16
175.0,72,16
165.0,71,16
180.0,73,18
180.0,71,16
175.0,72,16
135.0,50,15
140.0,51,15
135.0,50,15
140.0,51,15
80.0,41,6
85.0,41,6
80.0,45,13
85.0,44,13
25.0,11,2
25.0,11,2
25.0,11,2
25.0,11,2
28.0,11,2
25.0,11,2
28.0,11,2
25.0,11,2
25.0,11,2
25.0,11,2
25.0,11,2
28.0,11,2
25.0,11,2
25.0,11,2
25.0,11,2
25.0,11,2
100.0,52,18
127.0,52,18
60.0,38,7
55.0,37,7
60.0,38,7
60.0,37,7
60.0,38,7
60.0,37,7
60.0,38,7
55.0,37,7
55.0,38,7
55.0,37,7
375.0,188,35
410.0,188,35
820.0,453,63
810.0,453,62
100.0,70,9
100.0,70,9
100.0,70,9
100.0,70,9
105.0,70,9
105.0,70,9
275.0,159,24
285.0,159,24
365.0,174,19
320.0,174,19
385.0,183,20
475.0,183,21
315.0,129,13
290.0,129,13
325.0,129,12
345.0,129,12
285.0,129,12
285.0,129,13
245.0,129,12
275.0,129,12
145.0,53,9
90.0,53,9
60.0,18,4
60.0,18,4
60.0,18,4
60.0,18,4
60.0,18,4
60.0,18,4
160.0,73,20
148.0,73,20
235.0,119,23
275.0,141,25
260.0,141,25
250.0,141,25
280.0,141,25
45.0,33,5
400.0,227,39
388.0,227,39
65.0,49,7
95.0,49,7
95.0,49,7
75.0,49,7
85.0,49,7
100.0,81,8
80.0,57,9
275.0,127,25
165.0,60,6
105.0,71,6
215.0,127,25
220.0,127,25
300.0,160,29
235.0,127,25
360.0,199,35
335.0,199,35
205.0,120,17
180.0,119,17
195.0,120,17
185.0,119,17
185.0,120,17
190.0,119,17
480.0,327,40
590.0,327,40
550.0,257,34
440.0,257,36
175.0,120,10
200.0,119,17
260.0,141,25
255.0,141,25
185.0,123,14
170.0,123,14
195.0,128,19
215.0,128,19
355.0,160,26
335.0,160,26
220.0,93,24
220.0,93,24
150.0,90,16
220.0,93,24
795.0,408,40
825.0,408,44
265.0,110,18
290.0,110,19
160.0,82,18
190.0,82,18
50.0,24,3
50.0,24,3
375.0,208,34
365.0,208,34
185.0,120,16
190.0,120,16
310.0,113,19
275.0,113,19
415.0,214,33
425.0,214,33
165.0,77,13
350.0,167,27
338.0,167,27
265.0,138,27
250.0,139,27
220.0,136,26
695.0,397,44
395.0,261,27
400.0,261,28
65.0,37,7
260.0,128,23
280.0,128,23
110.0,57,10
135.0,57,10
145.0,57,10
120.0,57,10
50.0,37,5
50.0,37,5
75.0,37,5
50.0,37,5
220.0,127,18
255.0,127,18
190.0,127,18
260.0,127,18
90.0,46,7
90.0,45,7
60.0,38,5
55.0,38,5
60.0,38,5
65.0,38,5
1370.0,508,74
1190.0,518,75
550.0,225,32
440.0,225,32
535.0,301,43
610.0,301,42
180.0,75,14
120.0,57,11
210.0,143,21
220.0,143,21
235.0,143,21
255.0,143,21
50.0,18,4
50.0,18,4
47.0,18,4
430.0,198,31
348.0,198,31
205.0,97,17
260.0,97,17
245.0,139,19
255.0,139,18
310.0,139,18
230.0,139,18
220.0,128,18
255.0,128,18
335.0,172,25
395.0,172,27
510.0,266,41
755.0,331,47
370.0,160,23
380.0,160,23
170.0,82,18
170.0,82,18
210.0,110,20
225.0,110,20
115.0,43,9
105.0,43,9
293.0,64,13
170.0,64,13
145.0,98,11
140.0,97,14
545.0,176,30
540.0,176,30
170.0,86,11
140.0,86,11
205.0,95,16
195.0,95,16
145.0,68,11
145.0,68,10
750.0,323,46
640.0,323,46
230.0,117,20
235.0,117,20
385.0,131,21
320.0,131,21
370.0,164,27
345.0,164,27
350.0,164,22
350.0,164,27
135.0,78,13
190.0,78,13
405.0,150,21
310.0,150,21
295.0,150,21
330.0,150,21
245.0,107,18
235.0,107,18
870.0,429,62
930.0,429,62
225.0,106,17
275.0,106,18
240.0,106,18
230.0,106,17
50.0,24,3
50.0,24,3
50.0,24,3
50.0,24,3
50.0,24,3
50.0,24,3
275.0,142,24
285.0,142,24
130.0,53,9
140.0,53,9
375.0,159,23
330.0,159,23
160.0,47,9
140.0,47,9
215.0,92,14
260.0,92,14
190.0,92,14
175.0,92,14
210.0,92,14
175.0,92,13
345.0,160,37
325.0,160,37
150.0,82,18
155.0,82,18
150.0,82,18
155.0,82,18
175.0,82,18
190.0,82,18
215.0,119,23
220.0,119,23
940.0,415,55
885.0,416,56
580.0,233,38
670.0,233,36
250.0,142,21
275.0,142,21
140.0,73,10
100.0,73,10
110.0,73,10
110.0,73,10
665.0,283,45
715.0,283,46
355.0,189,33
305.0,189,28
720.0,243,50
710.0,243,50
65.0,22,5
60.0,22,5
60.0,22,5
70.0,22,5
70.0,22,5
55.0,22,5
110.0,69,8
100.0,69,8
675.0,272,42
625.0,272,40
355.0,194,28
425.0,194,28
305.0,201,26
315.0,201,26
150.0,106,14
140.0,95,13
320.0,201,24
80.0,53,7
80.0,53,7
180.0,116,12
185.0,116,12
125.0,87,13
145.0,87,13
130.0,87,13
140.0,87,13
205.0,123,20
230.0,123,20
145.0,77,15
150.0,77,15
70.0,43,7
75.0,43,7
560.0,345,38
750.0,415,39
345.0,209,29
335.0,209,29
465.0,279,35
345.0,209,29
175.0,106,16
175.0,106,17
180.0,106,17
180.0,106,17
200.0,106,17
185.0,106,17
180.0,115,18
200.0,115,18
195.0,87,17
200.0,87,17
330.0,207,24
375.0,229,27
425.0,291,36
495.0,269,34
365.0,209,28
335.0,209,29
90.0,42,7
70.0,42,7
745.0,384,60
680.0,384,59
210.0,117,18
205.0,117,18
170.0,123,14
205.0,123,20
80.0,53,6
90.0,53,6
450.0,319,31
610.0,394,39
1100.0,661,60
890.0,601,56
695.0,413,48
645.0,412,48
190.0,126,18
185.0,126,18
185.0,126,18
190.0,126,18
570.0,327,43
520.0,327,43
180.0,137,17
175.0,125,16
180.0,125,16
180.0,125,16
370.0,190,31
345.0,190,26
135.0,95,11
160.0,95,11
500.0,300,38
460.0,300,42
735.0,422,60
685.0,423,60
155.0,88,14
145.0,88,14
120.0,82,13
110.0,82,10
520.0,384,45
525.0,384,45
450.0,279,32
485.0,279,34
365.0,212,22
345.0,212,23
770.0,457,58
850.0,455,58
1400.0,618,86
1330.0,621,81
775.0,542,64
815.0,543,64
290.0,208,24
420.0,300,22
450.0,300,22
60.0,21,2
195.0,88,12
225.0,87,12
580.0,367,41
580.0,367,41
220.0,142,21
225.0,143,21
130.0,118,8
135.0,118,8
335.0,164,26
310.0,164,24
645.0,290,50
567.0,290,50
170.0,108,17
225.0,109,17
225.0,118,18
230.0,119,18
490.0,200,33
490.0,201,33
255.0,132,23
281.0,134,23
345.0,178,27
350.0,179,27
440.0,225,40
480.0,225,40
280.0,152,25
310.0,153,25
330.0,152,25
240.0,153,25
290.0,150,21
330.0,150,21
815.0,339,58
710.0,332,55
230.0,160,24
310.0,163,25
255.0,159,22
260.0,158,22
175.0,103,16
140.0,97,14
255.0,150,16
335.0,189,26
195.0,81,19
200.0,81,19
235.0,90,14
195.0,90,13
635.0,332,55
765.0,340,58
190.0,81,19
185.0,81,19
135.0,39,6
60.0,38,6
300.0,150,21
295.0,150,21
300.0,150,21
270.0,150,14
390.0,166,28
365.0,166,28
235.0,112,22
210.0,112,22
375.0,189,28
285.0,150,21
370.0,150,16
290.0,150,21
70.0,30,7
95.0,30,7
80.0,30,7
75.0,30,7
55.0,20,5
55.0,20,5
50.0,28,5
50.0,28,5
60.0,28,5
55.0,28,5
50.0,28,5
50.0,28,5
55.0,28,5
55.0,28,5
250.0,108,17
195.0,109,17
500.0,227,34
600.0,227,34
330.0,164,26
325.0,156,24
240.0,118,22
245.0,118,22
245.0,118,22
240.0,118,22
200.0,118,22
250.0,118,22
480.0,200,33
445.0,201,33
220.0,136,22
275.0,136,22
295.0,131,20
280.0,131,20
350.0,167,26
285.0,168,26
305.0,167,26
430.0,168,26
190.0,81,19
165.0,81,19
105.0,56,9
90.0,58,9
50.0,20,5
55.0,20,5
425.0,227,27
450.0,227,28
105.0,56,9
90.0,58,9
355.0,157,24
355.0,157,24
70.0,43,8
100.0,43,8
25.0,17,3
25.0,17,3
30.0,17,3
20.0,17,3
25.0,6,2
25.0,6,2
25.0,6,2
25.0,6,2
25.0,6,2
25.0,6,2
25.0,6,2
25.0,6,2
20.0,6,2
25.0,6,2
215.0,106,27
215.0,106,27
220.0,106,27
220.0,106,27
257.0,159,19
305.0,159,24
360.0,159,18
280.0,129,22
285.0,129,15
370.0,159,19
315.0,159,19
155.0,74,15
190.0,74,15
160.0,74,14
190.0,74,14
365.0,159,19
280.0,179,24
345.0,179,25
582.0,267,41
627.0,267,41
255.0,129,21
290.0,129,20
78.0,51,10
100.0,51,9
235.0,108,22
270.0,108,22
90.0,12,4
60.0,12,4
110.0,50,9
90.0,50,9
130.0,51,9
120.0,51,10
245.0,116,13
315.0,116,13
335.0,125,14
340.0,125,13
120.0,76,7
150.0,85,12
135.0,76,8
140.0,85,12
150.0,85,12
130.0,76,8
95.0,58,9
100.0,58,9
35.0,27,4
35.0,27,4
80.0,54,7
80.0,54,7
80.0,54,7
75.0,54,7
75.0,54,6
90.0,54,6
135.0,85,12
145.0,76,7
135.0,76,6
120.0,76,6
615.0,319,55
595.0,320,55
235.0,138,27
245.0,139,27
455.0,213,33
350.0,214,33
155.0,107,17
170.0,107,17
285.0,166,22
305.0,166,22
135.0,81,10
135.0,81,10
240.0,139,18
240.0,139,18
155.0,105,14
145.0,105,7
325.0,167,22
335.0,167,22
210.0,141,19
210.0,141,19
210.0,141,19
220.0,141,19
150.0,81,10
135.0,81,10
150.0,81,10
145.0,81,10
145.0,81,10
150.0,81,10
135.0,105,7
150.0,105,14
215.0,141,19
200.0,141,19
200.0,141,19
225.0,141,19
165.0,119,8
180.0,119,8
120.0,55,9
115.0,55,9
120.0,55,9
115.0,55,9
120.0,55,9
115.0,55,9
120.0,55,9
120.0,55,9
100.0,55,7
110.0,55,7
45.0,25,3
45.0,25,3
45.0,25,3
45.0,25,3
45.0,25,3
45.0,25,3
175.0,106,14
185.0,106,14
155.0,72,14
165.0,72,14
495.0,233,34
530.0,233,34
240.0,105,16
240.0,105,23
210.0,68,9
180.0,68,9
235.0,105,16
225.0,105,16
100.0,50,10
120.0,50,10
660.0,266,37
620.0,266,37
285.0,138,23
285.0,139,23
450.0,230,34
450.0,230,35
685.0,267,44
595.0,267,43
385.0,159,28
458.0,159,28
300.0,87,17
185.0,87,18
320.0,138,23
265.0,139,23
245.0,139,20
345.0,139,23
330.0,139,19
280.0,139,23
225.0,100,13
210.0,100,13
285.0,139,19
305.0,139,19
335.0,139,19
330.0,139,19
45.0,21,3
40.0,21,3
235.0,100,13
225.0,100,13
150.0,54,5
180.0,54,5
140.0,54,5
165.0,54,5
200.0,100,13
195.0,100,13
355.0,181,26
405.0,180,26
300.0,160,29
300.0,160,29
845.0,380,33
795.0,379,33
170.0,60,12
145.0,60,12
555.0,256,35
510.0,255,35
150.0,67,10
140.0,56,9
245.0,103,14
230.0,103,14
240.0,140,14
240.0,140,14
315.0,115,22
290.0,115,22
225.0,140,14
255.0,140,14
75.0,42,5
70.0,42,5
75.0,42,5
65.0,42,5
175.0,60,12
160.0,60,12
